dataset,sandbox,sandbox_model,condition,effort,score_state,paraphrase,seed,agent,seat_type,total_score,rounds,n_games,coop,score_per_round
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A15,LLM,828,475,23,0.24210526315789474,1.743157894736842
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A16,Grudger,947,461,23,0.2668112798264642,2.054229934924078
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A17,LLM,915,487,23,0.25051334702258726,1.8788501026694044
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A18,Pavlov,740,471,23,0.643312101910828,1.5711252653927814
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A19,TitForTat,739,378,23,0.4523809523809524,1.9550264550264551
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A20,AlwaysDefect,779,455,23,0.0,1.712087912087912
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A21,TitForTat,956,461,23,0.5119305856832972,2.0737527114967462
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A22,LLM,754,435,23,0.2160919540229885,1.7333333333333334
replication,B5-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,506,A23,TitForTat,869,413,23,0.5278450363196125,2.1041162227602905
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A00,LLM,814,461,23,0.23427331887201736,1.7657266811279826
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A01,LLM,740,412,23,0.22815533980582525,1.796116504854369
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A02,AlwaysDefect,909,449,23,0.0,2.024498886414254
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A03,Random,752,482,23,0.46887966804979253,1.5601659751037344
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A04,Grudger,1009,436,23,0.29128440366972475,2.3142201834862384
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A05,TitForTat,1156,586,23,0.4880546075085324,1.9726962457337884
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A06,Pavlov,869,479,23,0.6847599164926931,1.81419624217119
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A07,LLM,583,345,23,0.28405797101449276,1.6898550724637682
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A08,LLM,944,506,23,0.4288537549407115,1.865612648221344
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A09,LLM,720,408,23,0.3627450980392157,1.7647058823529411
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A10,LLM,966,495,23,0.4303030303030303,1.9515151515151514
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A11,Pavlov,670,418,23,0.6650717703349283,1.6028708133971292
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A12,TitForTat,1079,546,23,0.4908424908424908,1.9761904761904763
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A13,LLM,631,365,23,0.3424657534246575,1.7287671232876711
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A14,LLM,737,454,23,0.23788546255506607,1.6233480176211454
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A15,Random,686,438,23,0.5296803652968036,1.5662100456621004
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A16,LLM,971,514,23,0.39883268482490275,1.8891050583657587
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A17,TitForTat,872,403,23,0.598014888337469,2.163771712158809
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A18,AlwaysDefect,1031,431,23,0.0,2.3921113689095126
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A19,TitForTat,761,330,23,0.6575757575757576,2.306060606060606
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A20,Grudger,1143,488,23,0.4057377049180328,2.3422131147540983
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A21,LLM,933,434,23,0.35714285714285715,2.1497695852534564
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A22,LLM,893,475,23,0.30105263157894735,1.88
replication,B6-hidden-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,ahead,p3,613,A23,LLM,791,445,23,0.2539325842696629,1.7775280898876404
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A00,TitForTat,820,428,23,0.4649532710280374,1.9158878504672898
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A01,LLM,813,480,23,0.2125,1.69375
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A02,LLM,854,484,23,0.1962809917355372,1.7644628099173554
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A03,LLM,555,293,23,0.2354948805460751,1.89419795221843
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A04,Pavlov,862,460,23,0.6934782608695652,1.873913043478261
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A05,LLM,816,456,23,0.20833333333333334,1.7894736842105263
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A06,TitForTat,673,367,23,0.4359673024523161,1.8337874659400546
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A07,TitForTat,1014,533,23,0.43902439024390244,1.9024390243902438
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A08,Pavlov,927,451,23,0.729490022172949,2.0554323725055434
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A09,Random,613,397,23,0.5138539042821159,1.544080604534005
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A10,TitForTat,676,378,23,0.40476190476190477,1.7883597883597884
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A11,LLM,581,351,23,0.1737891737891738,1.6552706552706553
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A12,Grudger,885,431,23,0.3990719257540603,2.0533642691415315
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A13,Random,775,528,23,0.4981060606060606,1.4678030303030303
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A14,LLM,894,554,23,0.19494584837545126,1.6137184115523466
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A15,LLM,656,378,23,0.15079365079365079,1.7354497354497354
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A16,Grudger,982,446,23,0.28699551569506726,2.201793721973094
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A17,LLM,611,385,23,0.17662337662337663,1.587012987012987
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A18,AlwaysDefect,707,391,23,0.0,1.8081841432225063
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A19,LLM,932,483,23,0.3002070393374741,1.9296066252587991
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A20,LLM,855,498,23,0.21887550200803213,1.716867469879518
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A21,AlwaysDefect,539,355,23,0.0,1.5183098591549296
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A22,LLM,793,501,23,0.2375249500998004,1.5828343313373254
replication,B6-hidden-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,hidden,off,behind,p3,614,A23,LLM,622,392,23,0.2653061224489796,1.586734693877551
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A00,TitForTat,996,484,23,0.53099173553719,2.0578512396694215
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A01,Pavlov,829,495,23,0.6626262626262627,1.6747474747474747
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A02,Grudger,1081,441,23,0.35374149659863946,2.45124716553288
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A03,Pavlov,743,418,23,0.6842105263157895,1.777511961722488
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A04,LLM,751,416,23,0.34375,1.8052884615384615
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A05,LLM,763,409,23,0.3080684596577017,1.8655256723716382
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A06,LLM,849,480,23,0.22291666666666668,1.76875
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A07,TitForTat,975,498,23,0.46987951807228917,1.9578313253012047
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A08,LLM,718,457,23,0.2275711159737418,1.5711159737417943
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A09,Random,672,507,23,0.48520710059171596,1.3254437869822486
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A10,LLM,882,528,23,0.32196969696969696,1.6704545454545454
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A11,Random,690,481,23,0.5197505197505198,1.4345114345114345
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A12,LLM,858,429,23,0.30303030303030304,2.0
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A13,LLM,855,467,23,0.2955032119914347,1.8308351177730193
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A14,AlwaysDefect,929,393,23,0.0,2.3638676844783717
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A15,LLM,798,462,23,0.24025974025974026,1.7272727272727273
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A16,LLM,774,450,23,0.3,1.72
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A17,LLM,857,462,23,0.2554112554112554,1.854978354978355
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A18,LLM,909,503,23,0.24453280318091453,1.8071570576540756
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A19,TitForTat,1117,487,23,0.6324435318275154,2.293634496919918
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A20,Grudger,912,376,23,0.19680851063829788,2.425531914893617
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A21,TitForTat,1000,475,23,0.5389473684210526,2.1052631578947367
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A22,AlwaysDefect,683,379,23,0.0,1.8021108179419525
replication,B6-permitted-off-ahead-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,ahead,p3,605,A23,LLM,908,461,23,0.2754880694143167,1.9696312364425164
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A00,LLM,744,438,23,0.23972602739726026,1.6986301369863013
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A01,AlwaysDefect,827,479,23,0.0,1.7265135699373695
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A02,Pavlov,551,360,23,0.6194444444444445,1.5305555555555554
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A03,LLM,834,505,23,0.18811881188118812,1.6514851485148514
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A04,LLM,736,408,23,0.21323529411764705,1.803921568627451
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A05,LLM,687,428,23,0.2546728971962617,1.605140186915888
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A06,TitForTat,782,403,23,0.4838709677419355,1.9404466501240696
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A07,LLM,788,506,23,0.1956521739130435,1.5573122529644268
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A08,LLM,751,426,23,0.24882629107981222,1.7629107981220657
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A09,LLM,616,376,23,0.1595744680851064,1.6382978723404256
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A10,AlwaysDefect,829,469,23,0.0,1.767590618336887
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A11,Random,708,423,23,0.5035460992907801,1.673758865248227
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A12,Grudger,785,403,23,0.2903225806451613,1.9478908188585609
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A13,LLM,932,507,23,0.27416173570019725,1.8382642998027614
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A14,LLM,659,384,23,0.17708333333333334,1.7161458333333333
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A15,Grudger,1014,468,23,0.344017094017094,2.1666666666666665
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A16,TitForTat,1007,481,23,0.5363825363825364,2.0935550935550937
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A17,TitForTat,881,446,23,0.45739910313901344,1.9753363228699552
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A18,LLM,689,367,23,0.2452316076294278,1.8773841961852862
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A19,Random,684,478,23,0.4790794979079498,1.4309623430962344
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A20,TitForTat,807,446,23,0.40358744394618834,1.8094170403587444
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A21,LLM,705,417,23,0.2565947242206235,1.6906474820143884
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A22,LLM,618,420,23,0.25,1.4714285714285715
replication,B6-permitted-off-behind-a4096,deepseek-ai/DeepSeek-V4-Flash-0731,permitted,off,behind,p3,606,A23,Pavlov,697,392,23,0.7270408163265306,1.778061224489796
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A00,LLM,784,447,23,0.21029082774049218,1.7539149888143177
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A01,LLM,939,508,23,0.265748031496063,1.8484251968503937
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A02,Pavlov,684,332,23,0.7650602409638554,2.0602409638554215
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A03,LLM,732,400,23,0.3,1.83
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A04,Grudger,969,426,23,0.48826291079812206,2.2746478873239435
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A05,LLM,806,499,23,0.23847695390781562,1.6152304609218437
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A06,Grudger,950,478,23,0.38702928870292885,1.9874476987447698
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A07,TitForTat,1220,538,23,0.6301115241635687,2.2676579925650557
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A08,Pavlov,817,433,23,0.7205542725173211,1.8868360277136258
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A09,Random,738,501,23,0.48502994011976047,1.473053892215569
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A10,LLM,696,386,23,0.24870466321243523,1.8031088082901554
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A11,LLM,957,547,23,0.25045703839122485,1.7495429616087752
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A12,LLM,859,468,23,0.25427350427350426,1.8354700854700854
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A13,LLM,888,462,23,0.3181818181818182,1.922077922077922
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A14,LLM,662,384,23,0.2604166666666667,1.7239583333333333
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A15,LLM,844,434,23,0.3387096774193548,1.944700460829493
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A16,LLM,733,388,23,0.25257731958762886,1.8891752577319587
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A17,TitForTat,990,454,23,0.5770925110132159,2.1806167400881056
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A18,TitForTat,909,425,23,0.5576470588235294,2.1388235294117646
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A19,LLM,838,461,23,0.2559652928416486,1.8177874186550975
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A20,AlwaysDefect,633,393,23,0.0,1.6106870229007633
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A21,AlwaysDefect,692,456,23,0.0,1.5175438596491229
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A22,Random,572,414,23,0.5289855072463768,1.3816425120772946
low_arm,B1-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,112,A23,TitForTat,1020,492,23,0.5426829268292683,2.073170731707317
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A00,Random,768,500,23,0.496,1.536
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A01,Pavlov,805,372,23,0.75,2.163978494623656
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A02,LLM,733,367,23,0.3242506811989101,1.997275204359673
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A03,TitForTat,943,503,23,0.441351888667992,1.874751491053678
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A04,LLM,827,485,23,0.23711340206185566,1.7051546391752577
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A05,LLM,857,488,23,0.2725409836065574,1.7561475409836065
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A06,LLM,773,408,23,0.24754901960784315,1.8946078431372548
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A07,Pavlov,887,400,23,0.7475,2.2175
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A08,LLM,786,459,23,0.3159041394335512,1.7124183006535947
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A09,LLM,904,481,23,0.24532224532224534,1.8794178794178795
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A10,LLM,883,503,23,0.28628230616302186,1.7554671968190856
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A11,LLM,892,440,23,0.4068181818181818,2.0272727272727273
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A12,TitForTat,1019,488,23,0.5409836065573771,2.0881147540983607
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A13,LLM,822,456,23,0.3355263157894737,1.8026315789473684
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A14,TitForTat,1057,524,23,0.5114503816793893,2.017175572519084
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A15,Grudger,619,290,23,0.38275862068965516,2.1344827586206896
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A16,LLM,838,495,23,0.21414141414141413,1.692929292929293
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A17,Grudger,799,379,23,0.43007915567282323,2.108179419525066
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A18,LLM,744,469,23,0.232409381663113,1.5863539445628998
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A19,Random,764,480,23,0.48125,1.5916666666666666
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A20,AlwaysDefect,758,502,23,0.0,1.5099601593625498
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A21,LLM,685,426,23,0.24178403755868544,1.607981220657277
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A22,AlwaysDefect,666,390,23,0.0,1.7076923076923076
low_arm,B2-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p1,212,A23,TitForTat,728,391,23,0.4424552429667519,1.8618925831202047
low_arm,B3-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p2,312,A00,LLM,942,543,23,0.16574585635359115,1.7348066298342542
low_arm,B3-forbidden-low-behind,deepseek-ai/DeepSeek-V4-Flash-0731,forbidden,low,behind,p2,312,A01,Pavlov,806,483,23,0.7080745341614907,1.6687370600414078
